data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2021,159224503,144486218,1,5,1,11,,103,00,M,98,40,,,
2021,159224863,144486539,2,5,1,4,,43,40,M,20,20,,30,50
2021,159224752,144486441,2,5,1,11,,39,36,M,10,20,N,24,49
2021,159224753,144486441,3,5,1,11,,46,43,M,10,20,N,22,65
2021,159223174,144485075,3,5,1,1,,46,43,M,98,40,U,21,65
2021,159223175,144485075,4,5,1,1,,37,34,M,98,50,U,19,49
2021,159229534,144490537,1,5,1,6,,32,29,M,20,40,,19,39
2021,159226037,144487541,1,5,1,11,,34,31,M,98,40,,26,36
2021,159228579,144489731,1,5,1,7,,43,40,M,20,20,,35,45
2021,165001121,149542542,2,5,1,6,,33,30,M,98,40,,21,39
2021,165001123,149542542,3,5,1,6,,36,33,M,10,20,,24,43
2021,165001124,149542542,4,5,1,6,,32,29,M,10,40,,20,39
2021,165001125,149542542,5,5,1,9,,26,23,F,98,40,,17,29
2021,165001126,149542542,6,5,1,6,,28,25,M,10,40,,25,26
2021,165001128,149542542,7,5,1,6,,42,39,M,10,40,,24,54
2021,165002311,149543493,2,5,1,11,,31,28,M,98,40,,17,39
2021,165002312,149543493,3,5,1,11,,31,28,M,98,50,,17,39
2021,165004786,149545559,4,5,1,7,,47,44,M,98,40,N,39,49
2021,165001424,149542774,2,5,1,11,,39,36,F,20,40,,24,49
2021,165001216,149542612,1,5,1,11,,34,31,F,10,20,,29,34
2021,165001549,149542876,1,5,1,11,,27,24,M,10,50,,20,28
2021,165002583,149543732,1,5,1,11,,39,36,F,20,20,,24,49
2021,165001743,149543037,1,5,1,9,,39,36,M,20,20,R,29,44
2021,165001745,149543037,2,5,1,9,,33,30,F,98,10,R,21,39
2021,165002770,149543884,1,5,1,7,,31,28,M,10,50,,28,
2021,165006278,149546854,2,5,1,1,,32,29,M,20,40,,19,39
2021,165005150,149545868,2,5,1,11,,32,29,F,98,50,,19,39
2021,165005151,149545868,3,5,1,11,,32,29,M,10,40,,19,39
2021,165005152,149545868,4,5,1,11,,40,37,M,40,50,,22,52
2021,165004102,149544956,2,5,1,6,,30,27,F,10,20,,27,
2021,165004103,149544956,3,5,1,6,,27,24,M,20,50,,24,
2021,165004104,149544956,4,5,1,6,,30,27,M,10,10,,27,
2021,165004105,149544956,5,5,1,6,,27,24,M,10,20,N,24,
2021,165004106,149544956,6,5,1,6,,25,22,F,10,10,,22,
2021,165002987,149544072,1,5,1,4,,32,29,M,98,40,,19,39
2021,165006785,149547290,1,5,1,11,,31,28,M,98,50,,17,39
